REC_ID,Species,Continent.of.Origin,Country.of.Origin,Harvest.Year,Expiration,Variety,Color,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Moisture,Quakers,Category.One.Defects,Category.Two.Defects,total_production,avg_production,Latitude,Longitude
648,Arabica,South America,Colombia,2013.0,02/27/14,Caturra,Green,Washed / Wet,7.58,7.5,7.42,7.58,7.67,7.42,10.0,10.0,10.0,0.11,0,0,0,64795860000.0,3374784375.0,4.099917,-72.9088133
649,Arabica,North America,Mexico,2012.0,09/04/13,Typica,Green,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.5,10.0,10.0,10.0,0.1,0,0,6,23560560000.0,1227112500.0,19.4326296,-99.1331785
650,Arabica,North America,Mexico,2012.0,07/02/13,Typica,Green,Washed / Wet,7.67,7.58,7.58,7.75,7.67,6.83,10.0,10.0,10.0,0.12,0,0,0,23560560000.0,1227112500.0,19.4326296,-99.1331785
651,Arabica,South America,Colombia,2012.0,06/13/13,Caturra,Green,Washed / Wet,7.33,7.42,7.58,7.42,7.67,7.5,10.0,10.0,10.0,0.11,0,2,2,64795860000.0,3374784375.0,4.099917,-72.9088133
652,Arabica,South America,Brazil,2011.0,10/27/12,Mundo Novo,,,7.58,7.5,7.33,7.75,7.5,7.5,10.0,10.0,10.0,0.0,0,0,4,225248940000.0,11731715625.0,-10.3333333,-53.2
653,Arabica,South America,Brazil,2017.0,10/20/18,Bourbon,Green,Natural / Dry,7.5,7.5,7.5,7.5,7.58,7.5,10.0,10.0,10.0,0.11,0,0,4,225248940000.0,11731715625.0,-10.3333333,-53.2
654,Arabica,Asia,Indonesia,2017.0,09/04/18,Other,Green,Washed / Wet,7.83,7.75,7.25,7.5,7.42,7.33,10.0,10.0,10.0,0.11,0,0,5,46214640000.0,2407012500.0,-2.4833826,117.8902853
655,Arabica,North America,Honduras,2017.0,06/03/18,Caturra,Green,Washed / Wet,7.58,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,0.1,0,0,4,20018160000.0,1042612500.0,15.2572432,-86.0755145
656,Arabica,North America,Guatemala,2016.0,03/16/17,Bourbon,Green,Washed / Wet,7.5,7.5,7.33,7.5,7.67,7.5,10.0,10.0,10.0,0.1,2,0,2,21061620000.0,1096959375.0,15.5855545,-90.345759
657,Arabica,Asia,Thailand,2014.0,06/08/16,,Green,Washed / Wet,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10.0,10.0,0.12,0,0,0,5022000000.0,261562500.0,14.8971921,100.83273
658,Arabica,Asia,Thailand,2014.0,02/15/16,Caturra,,Washed / Wet,7.33,7.5,7.5,7.5,7.67,7.5,10.0,10.0,10.0,0.11,0,0,0,5022000000.0,261562500.0,14.8971921,100.83273
659,Arabica,Africa,Tanzania,2014.0,12/18/15,Other,Green,Washed / Wet,7.67,7.42,7.33,7.58,7.5,7.5,10.0,10.0,10.0,0.12,0,0,1,4424040000.0,230418750.0,-6.5247123,35.7878438
660,Arabica,Africa,Tanzania,2014.0,12/12/15,Other,Bluish-Green,Washed / Wet,7.75,7.0,7.42,7.58,7.58,7.58,10.0,10.0,10.0,0.12,0,0,3,4424040000.0,230418750.0,-6.5247123,35.7878438
661,Arabica,North America,Mexico,2013.0,04/14/15,Other,Green,Washed / Wet,7.42,7.58,7.5,7.67,7.25,7.5,10.0,10.0,10.0,0.0,0,0,1,23560560000.0,1227112500.0,19.4326296,-99.1331785
662,Arabica,South America,Brazil,2013.0,01/14/15,Yellow Bourbon,Bluish-Green,Semi-washed / Semi-pulped,7.42,7.5,7.67,7.33,7.42,7.67,10.0,10.0,10.0,0.11,0,0,0,225248940000.0,11731715625.0,-10.3333333,-53.2
663,Arabica,North America,Guatemala,2013.0,05/30/14,Bourbon,Green,Washed / Wet,7.83,7.42,7.33,7.67,7.42,7.5,10.0,10.0,10.0,0.12,0,0,4,21061620000.0,1096959375.0,15.5855545,-90.345759
664,Arabica,South America,Colombia,2013.0,05/07/14,Caturra,Green,Washed / Wet,7.5,7.5,7.42,7.42,7.58,7.58,10.0,10.0,10.0,0.11,0,0,1,64795860000.0,3374784375.0,4.099917,-72.9088133
665,Arabica,North America,Guatemala,2013.0,02/26/14,Bourbon,Green,Washed / Wet,7.83,7.67,7.17,7.33,7.5,7.67,10.0,10.0,10.0,0.11,0,0,0,21061620000.0,1096959375.0,15.5855545,-90.345759
666,Arabica,North America,Mexico,2012.0,09/27/13,Typica,,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.42,10.0,10.0,10.0,0.13,0,0,10,23560560000.0,1227112500.0,19.4326296,-99.1331785
667,Arabica,North America,Mexico,2012.0,07/26/13,Typica,Green,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,0.12,0,0,5,23560560000.0,1227112500.0,19.4326296,-99.1331785
668,Arabica,North America,Mexico,2012.0,06/07/13,Typica,,Semi-washed / Semi-pulped,7.92,7.5,7.33,7.58,7.25,7.42,10.0,10.0,10.0,0.11,0,0,2,23560560000.0,1227112500.0,19.4326296,-99.1331785
669,Arabica,North America,Guatemala,2012.0,03/26/13,Caturra,Green,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,10.0,10.0,10.0,0.11,0,0,5,21061620000.0,1096959375.0,15.5855545,-90.345759
670,Arabica,South America,Brazil,2012.0,03/16/13,Bourbon,Blue-Green,Semi-washed / Semi-pulped,7.67,7.42,7.33,7.67,7.5,7.5,10.0,10.0,10.0,0.0,0,0,4,225248940000.0,11731715625.0,-10.3333333,-53.2
671,Arabica,South America,Colombia,2012.0,03/05/13,Caturra,Green,Washed / Wet,7.67,7.5,7.33,7.5,7.25,7.67,10.0,10.0,10.0,0.11,0,1,3,64795860000.0,3374784375.0,4.099917,-72.9088133
672,Arabica,North America,United States,2012.0,02/22/13,Hawaiian Kona,Green,Washed / Wet,7.33,7.42,7.33,7.75,7.42,7.67,10.0,10.0,10.0,0.12,0,2,3,0.0,0.0,39.7837304,-100.445882
673,Arabica,North America,Guatemala,,07/23/11,,,,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10.0,10.0,0.01,0,1,14,21061620000.0,1096959375.0,15.5855545,-90.345759
674,Arabica,North America,Honduras,2017.0,09/27/18,Other,Green,Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,10.0,10.0,10.0,0.12,1,0,6,20018160000.0,1042612500.0,15.2572432,-86.0755145
675,Arabica,North America,Guatemala,2017.0,09/08/18,Bourbon,Green,Washed / Wet,7.58,7.5,7.33,7.75,7.33,7.5,10.0,10.0,10.0,0.1,1,0,2,21061620000.0,1096959375.0,15.5855545,-90.345759
676,Arabica,North America,Guatemala,2016.0,06/01/18,Bourbon,Green,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,10.0,10.0,10.0,0.12,0,0,0,21061620000.0,1096959375.0,15.5855545,-90.345759
677,Arabica,North America,Guatemala,2017.0,06/01/18,Bourbon,Green,Washed / Wet,7.58,7.5,7.25,7.67,7.5,7.5,10.0,10.0,10.0,0.12,0,0,0,21061620000.0,1096959375.0,15.5855545,-90.345759
678,Arabica,North America,Guatemala,2017.0,01/20/18,Caturra,Green,Washed / Wet,7.5,7.42,7.08,7.75,7.67,7.5,10.0,10.0,10.0,0.11,2,0,3,21061620000.0,1096959375.0,15.5855545,-90.345759
679,Arabica,South America,Colombia,2016.0,08/05/17,Caturra,Green,Washed / Wet,5.08,7.75,7.83,7.75,7.83,8.08,10.0,10.0,10.0,0.11,0,0,1,64795860000.0,3374784375.0,4.099917,-72.9088133
680,Arabica,Asia,China,2015.0,04/06/17,Catimor,Green,Washed / Wet,7.67,7.42,7.42,7.5,7.42,7.42,10.0,10.0,10.0,0.1,0,0,0,0.0,0.0,35.000074,104.999927
681,Arabica,South America,Brazil,2016.0,01/11/17,,Green,,7.42,7.5,7.33,7.5,7.25,7.42,10.0,10.0,10.0,0.11,1,0,0,225248940000.0,11731715625.0,-10.3333333,-53.2
682,Arabica,Africa,Tanzania,2015.0,11/15/16,Ruiru 11,Green,Washed / Wet,7.67,7.25,7.42,7.42,7.67,7.42,10.0,10.0,10.0,0.13,0,0,7,4424040000.0,230418750.0,-6.5247123,35.7878438
683,Arabica,South America,Brazil,2015.0,10/07/16,Yellow Bourbon,Green,Natural / Dry,7.17,7.83,7.33,7.5,7.75,7.42,10.0,10.0,10.0,0.0,0,0,0,225248940000.0,11731715625.0,-10.3333333,-53.2
684,Arabica,North America,Guatemala,2013.0,12/18/15,Caturra,Green,Washed / Wet,7.5,7.5,7.5,7.67,7.42,7.5,10.0,10.0,10.0,0.1,0,0,0,21061620000.0,1096959375.0,15.5855545,-90.345759
685,Arabica,North America,Mexico,2014.0,08/14/15,Typica,Green,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,0.11,0,0,0,23560560000.0,1227112500.0,19.4326296,-99.1331785
686,Arabica,South America,Brazil,2012.0,05/08/15,Catuai,Blue-Green,Semi-washed / Semi-pulped,7.58,7.67,7.33,7.5,7.5,7.42,10.0,10.0,10.0,0.12,0,0,1,225248940000.0,11731715625.0,-10.3333333,-53.2
687,Arabica,South America,Peru,2013.0,01/21/15,,Green,Washed / Wet,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10.0,10.0,0.0,0,0,3,15952860000.0,830878125.0,-6.8699697,-75.0458515
688,Arabica,South America,Brazil,2013.0,12/30/14,Yellow Bourbon,Green,Natural / Dry,7.25,7.33,7.25,7.5,7.42,7.5,10.0,10.0,10.0,0.0,0,0,0,225248940000.0,11731715625.0,-10.3333333,-53.2
689,Arabica,North America,Mexico,2013.0,12/12/14,Bourbon,Green,Washed / Wet,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10.0,10.0,0.12,0,0,0,23560560000.0,1227112500.0,19.4326296,-99.1331785
690,Arabica,North America,Honduras,2012.0,12/10/14,,,Washed / Wet,7.25,7.67,7.42,7.17,7.75,7.5,10.0,10.0,10.0,0.09,0,0,2,20018160000.0,1042612500.0,15.2572432,-86.0755145
691,Arabica,South America,Colombia,2013.0,05/31/14,Caturra,Green,Washed / Wet,7.67,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,0.11,0,0,9,64795860000.0,3374784375.0,4.099917,-72.9088133
692,Arabica,North America,Mexico,2013.0,03/29/14,Typica,Green,Washed / Wet,7.5,7.42,7.42,7.67,7.42,7.58,10.0,10.0,10.0,0.12,0,0,5,23560560000.0,1227112500.0,19.4326296,-99.1331785
693,Arabica,North America,Mexico,2012.0,09/11/13,Typica,Green,Semi-washed / Semi-pulped,7.42,7.58,7.5,7.42,7.58,7.5,10.0,10.0,10.0,0.13,0,0,2,23560560000.0,1227112500.0,19.4326296,-99.1331785
694,Arabica,North America,Mexico,2012.0,09/10/13,Typica,Green,Washed / Wet,7.42,7.58,7.33,7.58,7.5,7.5,10.0,10.0,10.0,0.14,0,0,9,23560560000.0,1227112500.0,19.4326296,-99.1331785
695,Arabica,North America,Mexico,2012.0,08/31/13,Caturra,Green,Washed / Wet,7.75,7.33,7.25,7.58,7.58,7.33,10.0,10.0,10.0,0.13,0,0,1,23560560000.0,1227112500.0,19.4326296,-99.1331785
696,Arabica,North America,Mexico,2012.0,07/25/13,Typica,Green,Washed / Wet,7.5,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,0.11,0,0,0,23560560000.0,1227112500.0,19.4326296,-99.1331785
697,Arabica,North America,Mexico,2012.0,07/11/13,Pacamara,Green,Washed / Wet,7.58,7.58,7.17,7.5,7.5,7.5,10.0,10.0,10.0,0.14,0,0,6,23560560000.0,1227112500.0,19.4326296,-99.1331785
698,Arabica,North America,Mexico,2012.0,07/03/13,Caturra,Green,Washed / Wet,7.58,7.33,7.33,7.58,7.5,7.5,10.0,10.0,10.0,0.11,0,0,0,23560560000.0,1227112500.0,19.4326296,-99.1331785
699,Arabica,North America,Mexico,2012.0,06/06/13,Bourbon,,Washed / Wet,7.67,7.58,7.33,7.42,7.58,7.33,10.0,10.0,10.0,0.13,0,0,4,23560560000.0,1227112500.0,19.4326296,-99.1331785
700,Arabica,North America,Mexico,2012.0,04/09/13,Typica,Bluish-Green,Washed / Wet,7.83,7.5,7.42,7.67,7.17,7.33,10.0,10.0,10.0,0.12,0,0,0,23560560000.0,1227112500.0,19.4326296,-99.1331785
701,Arabica,South America,Colombia,2012.0,01/30/13,Caturra,,Natural / Dry,7.67,7.33,7.25,7.42,7.5,7.67,10.0,10.0,10.0,0.0,0,0,2,64795860000.0,3374784375.0,4.099917,-72.9088133
702,Arabica,South America,Brazil,2012.0,01/22/13,Arusha,Blue-Green,Natural / Dry,7.75,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,0.11,0,0,2,225248940000.0,11731715625.0,-10.3333333,-53.2
703,Arabica,South America,Colombia,2011.0,12/21/12,Caturra,Green,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.58,10.0,10.0,10.0,0.0,0,0,2,64795860000.0,3374784375.0,4.099917,-72.9088133
704,Arabica,South America,Colombia,2011.0,09/21/12,,,,7.58,7.25,7.42,7.25,7.58,7.83,10.0,10.0,10.0,0.02,0,0,1,64795860000.0,3374784375.0,4.099917,-72.9088133
705,Arabica,North America,Honduras,2017.0,04/06/18,Caturra,Green,Washed / Wet,7.5,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,0.1,1,0,8,20018160000.0,1042612500.0,15.2572432,-86.0755145
706,Arabica,South America,Brazil,2016.0,02/09/18,Catuai,Green,Natural / Dry,7.33,7.5,7.5,7.33,7.5,7.5,10.0,10.0,10.0,0.11,3,0,11,225248940000.0,11731715625.0,-10.3333333,-53.2
707,Arabica,South America,Brazil,2016.0,10/13/17,,Green,Natural / Dry,7.42,7.42,7.42,7.5,7.5,7.58,10.0,10.0,10.0,0.11,4,0,14,225248940000.0,11731715625.0,-10.3333333,-53.2
708,Arabica,South America,Brazil,2016.0,08/16/17,Bourbon,Bluish-Green,Natural / Dry,7.5,7.5,7.42,7.5,7.42,7.5,10.0,10.0,10.0,0.11,2,0,3,225248940000.0,11731715625.0,-10.3333333,-53.2
709,Arabica,North America,Costa Rica,2015.0,07/15/17,Caturra,Bluish-Green,Washed / Wet,7.75,7.5,7.25,7.25,7.42,7.67,10.0,10.0,10.0,0.1,1,6,3,10790100000.0,561984375.0,10.2735633,-84.0739102
710,Arabica,North America,Costa Rica,2015.0,05/17/17,Catuai,Green,Washed / Wet,7.75,7.33,7.5,7.5,7.33,7.58,10.0,10.0,10.0,0.0,2,0,0,10790100000.0,561984375.0,10.2735633,-84.0739102
711,Arabica,Asia,China,2015.0,04/05/17,Catimor,Green,Pulped natural / honey,7.5,7.58,7.42,7.5,7.42,7.42,10.0,10.0,10.0,0.12,6,0,2,0.0,0.0,35.000074,104.999927
712,Arabica,South America,Brazil,2015.0,10/07/16,Bourbon,Green,Natural / Dry,8.25,7.83,7.25,8.33,8.17,8.08,10.0,6.67,10.0,0.07,0,0,0,225248940000.0,11731715625.0,-10.3333333,-53.2
713,Arabica,South America,Brazil,2015.0,04/19/16,Mundo Novo,Green,Natural / Dry,7.42,7.5,7.5,7.42,7.5,7.58,10.0,10.0,10.0,0.11,0,0,10,225248940000.0,11731715625.0,-10.3333333,-53.2
714,Arabica,North America,Guatemala,2015.0,03/09/16,Bourbon,Green,Washed / Wet,7.5,7.42,7.17,7.83,7.5,7.5,10.0,10.0,10.0,0.1,0,0,6,21061620000.0,1096959375.0,15.5855545,-90.345759
715,Arabica,Africa,Malawi,2014.0,11/04/15,Gesha,Green,Washed / Wet,7.33,7.58,7.42,7.58,7.33,7.5,10.0,10.0,10.0,0.12,0,0,0,246780000.0,12853125.0,-13.2687204,33.9301963
716,Arabica,South America,Brazil,2014.0,10/15/15,Bourbon,Blue-Green,Natural / Dry,7.75,8.08,7.67,8.08,8.08,8.0,10.0,10.0,6.67,0.11,0,0,0,225248940000.0,11731715625.0,-10.3333333,-53.2
717,Arabica,North America,Guatemala,2014.0,06/10/15,Pacas,Green,Washed / Wet,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10.0,10.0,0.12,0,0,3,21061620000.0,1096959375.0,15.5855545,-90.345759
718,Arabica,North America,Mexico,2014.0,04/02/15,,Green,Washed / Wet,7.33,7.58,7.42,7.5,7.5,7.5,10.0,10.0,10.0,0.11,0,0,0,23560560000.0,1227112500.0,19.4326296,-99.1331785
719,Arabica,South America,Colombia,2013.0,01/21/15,Caturra,Green,Washed / Wet,7.42,7.33,7.5,7.17,7.08,8.33,10.0,10.0,10.0,0.1,0,0,2,64795860000.0,3374784375.0,4.099917,-72.9088133
720,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,Green,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,0.11,0,0,0,0.0,0.0,23.5983227,120.83537694479215
721,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,Green,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,0.11,0,0,0,0.0,0.0,23.5983227,120.83537694479215
722,Arabica,North America,Guatemala,2013.0,07/16/14,Bourbon,Green,Washed / Wet,7.5,7.42,7.58,7.5,7.5,7.58,10.0,10.0,10.0,0.12,0,2,1,21061620000.0,1096959375.0,15.5855545,-90.345759
723,Arabica,South America,Colombia,2013.0,06/21/14,Caturra,Green,Washed / Wet,7.5,7.42,7.5,7.5,7.5,7.58,10.0,10.0,10.0,0.0,0,0,1,64795860000.0,3374784375.0,4.099917,-72.9088133
724,Arabica,North America,Mexico,2013.0,03/15/14,Typica,Green,Washed / Wet,7.67,7.5,7.42,7.5,7.42,7.42,10.0,10.0,10.0,0.12,0,0,3,23560560000.0,1227112500.0,19.4326296,-99.1331785
725,Arabica,North America,Costa Rica,2012.0,10/09/13,,Green,Washed / Wet,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10.0,0.0,0,0,14,10790100000.0,561984375.0,10.2735633,-84.0739102
726,Arabica,North America,Guatemala,2012.0,10/05/13,Bourbon,Green,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,0.11,0,0,3,21061620000.0,1096959375.0,15.5855545,-90.345759
727,Arabica,North America,Mexico,2012.0,09/27/13,Typica,,Natural / Dry,7.58,7.67,7.58,7.33,7.0,7.58,10.0,10.0,10.0,0.15,0,1,8,23560560000.0,1227112500.0,19.4326296,-99.1331785
728,Arabica,North America,Mexico,2012.0,08/31/13,Bourbon,Green,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,0.13,0,0,9,23560560000.0,1227112500.0,19.4326296,-99.1331785
729,Arabica,North America,Guatemala,2012.0,05/23/13,Bourbon,Green,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10.0,10.0,10.0,0.1,0,2,5,21061620000.0,1096959375.0,15.5855545,-90.345759
730,Arabica,South America,Brazil,2012.0,04/11/13,Mundo Novo,Green,Natural / Dry,7.58,7.5,7.42,7.5,7.5,7.42,10.0,10.0,10.0,0.12,0,0,2,225248940000.0,11731715625.0,-10.3333333,-53.2
731,Arabica,North America,Mexico,2012.0,03/05/13,Typica,Green,Washed / Wet,8.0,7.75,7.33,7.33,7.08,7.67,9.33,10.0,10.0,0.11,0,0,0,23560560000.0,1227112500.0,19.4326296,-99.1331785
732,Arabica,South America,Brazil,2012.0,02/16/13,Mundo Novo,Green,Washed / Wet,7.58,7.58,7.25,7.58,7.42,7.5,10.0,10.0,10.0,0.11,0,0,2,225248940000.0,11731715625.0,-10.3333333,-53.2
733,Arabica,South America,Colombia,2012.0,01/30/13,Caturra,Green,Natural / Dry,7.83,7.58,7.33,7.25,7.58,7.42,10.0,10.0,10.0,0.0,0,0,0,64795860000.0,3374784375.0,4.099917,-72.9088133
734,Arabica,South America,Brazil,,11/15/18,Catuai,Green,Washed / Wet,7.58,7.5,7.25,7.42,7.67,7.33,10.0,10.0,10.0,0.09,6,2,10,225248940000.0,11731715625.0,-10.3333333,-53.2
735,Arabica,Asia,Taiwan,2016.0,02/13/18,,Blue-Green,,7.0,7.08,7.0,7.17,7.0,7.0,10.0,10.0,10.0,0.1,0,0,0,0.0,0.0,23.5983227,120.83537694479215
736,Arabica,North America,Guatemala,2016.0,08/31/17,Pacas,Green,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,10.0,10.0,10.0,0.11,2,0,2,21061620000.0,1096959375.0,15.5855545,-90.345759
737,Arabica,South America,Brazil,2015.0,10/07/16,Yellow Bourbon,Green,Natural / Dry,7.42,7.67,7.5,7.08,7.5,7.42,10.0,10.0,10.0,0.0,0,0,9,225248940000.0,11731715625.0,-10.3333333,-53.2
738,Arabica,North America,El Salvador,2014.0,07/07/16,Bourbon,Green,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,0.12,0,0,0,8462700000.0,440765625.0,13.8000382,-88.9140683
739,Arabica,North America,Honduras,2015.0,04/14/16,Catuai,Green,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,0.11,0,0,2,20018160000.0,1042612500.0,15.2572432,-86.0755145
740,Arabica,Africa,Malawi,2014.0,11/04/15,Gesha,Blue-Green,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,10.0,0.13,0,0,0,246780000.0,12853125.0,-13.2687204,33.9301963
741,Arabica,South America,Brazil,2014.0,10/16/15,Bourbon,Green,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,10.0,0.11,0,0,0,225248940000.0,11731715625.0,-10.3333333,-53.2
742,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,Green,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,0.11,0,0,0,0.0,0.0,23.5983227,120.83537694479215
743,Arabica,North America,Mexico,2013.0,07/19/14,Mundo Novo,Blue-Green,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,10.0,0.12,0,0,4,23560560000.0,1227112500.0,19.4326296,-99.1331785
744,Arabica,North America,United States,2013.0,05/03/14,Hawaiian Kona,Bluish-Green,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,10.0,0.0,0,0,1,0.0,0.0,39.7837304,-100.445882
745,Arabica,North America,Mexico,2012.0,09/27/13,Bourbon,,Washed / Wet,7.58,7.58,7.5,7.17,7.42,7.42,10.0,10.0,10.0,0.16,0,3,8,23560560000.0,1227112500.0,19.4326296,-99.1331785
746,Arabica,North America,Guatemala,2012.0,09/19/13,Bourbon,Green,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,10.0,0.11,0,0,2,21061620000.0,1096959375.0,15.5855545,-90.345759
747,Arabica,North America,Mexico,2012.0,08/31/13,Bourbon,Green,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,10.0,10.0,10.0,0.13,0,0,3,23560560000.0,1227112500.0,19.4326296,-99.1331785
748,Arabica,North America,Mexico,2012.0,08/30/13,Typica,Green,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,0.12,0,0,13,23560560000.0,1227112500.0,19.4326296,-99.1331785
749,Arabica,North America,El Salvador,2012.0,08/21/13,Other,Green,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10.0,10.0,10.0,0.0,0,2,5,8462700000.0,440765625.0,13.8000382,-88.9140683
750,Arabica,North America,Mexico,2012.0,07/11/13,Typica,Green,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,10.0,0.11,0,0,0,23560560000.0,1227112500.0,19.4326296,-99.1331785
751,Arabica,North America,Mexico,2012.0,04/02/13,Typica,Green,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,0.1,0,0,3,23560560000.0,1227112500.0,19.4326296,-99.1331785
752,Arabica,South America,Colombia,2012.0,02/21/13,Caturra,Green,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,10.0,0.12,0,0,1,64795860000.0,3374784375.0,4.099917,-72.9088133
753,Arabica,South America,Colombia,2012.0,02/08/13,Caturra,Green,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,10.0,0.11,0,0,0,64795860000.0,3374784375.0,4.099917,-72.9088133
754,Arabica,South America,Brazil,2012.0,01/22/13,Arusha,Green,Natural / Dry,7.67,7.58,7.42,7.0,7.5,7.58,10.0,10.0,10.0,0.12,0,0,1,225248940000.0,11731715625.0,-10.3333333,-53.2
755,Arabica,South America,Colombia,,02/29/12,,,,7.17,7.25,7.58,7.25,7.58,7.67,10.0,10.0,10.0,0.22,0,0,2,64795860000.0,3374784375.0,4.099917,-72.9088133
756,Arabica,South America,Brazil,2016.0,08/16/17,Bourbon,Green,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,10.0,10.0,10.0,0.11,1,0,5,225248940000.0,11731715625.0,-10.3333333,-53.2
757,Arabica,North America,Honduras,2015.0,06/09/17,Caturra,Bluish-Green,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,0.11,1,0,2,20018160000.0,1042612500.0,15.2572432,-86.0755145
758,Arabica,North America,Nicaragua,,03/15/17,,Green,,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,0.1,0,0,1,8248140000.0,429590625.0,12.6090157,-85.2936911
759,Arabica,Africa,Tanzania,2015.0,11/15/16,Bourbon,Green,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,0.13,0,1,6,4424040000.0,230418750.0,-6.5247123,35.7878438
760,Arabica,Africa,Tanzania,2015.0,10/19/16,Other,Green,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,0.12,0,0,1,4424040000.0,230418750.0,-6.5247123,35.7878438
761,Arabica,South America,Brazil,2015.0,10/07/16,Yellow Bourbon,Green,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,10.0,10.0,10.0,0.0,0,0,1,225248940000.0,11731715625.0,-10.3333333,-53.2
762,Arabica,Asia,Thailand,2014.0,06/08/16,,Bluish-Green,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,10.0,0.12,0,0,0,5022000000.0,261562500.0,14.8971921,100.83273
763,Arabica,North America,Honduras,2015.0,04/14/16,Catuai,Green,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,0.11,0,0,2,20018160000.0,1042612500.0,15.2572432,-86.0755145
764,Arabica,North America,Guatemala,2014.0,03/20/16,Bourbon,Blue-Green,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,0.09,0,0,4,21061620000.0,1096959375.0,15.5855545,-90.345759
765,Arabica,South America,Brazil,2014.0,01/15/16,Mundo Novo,Green,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10.0,10.0,10.0,0.12,0,0,1,225248940000.0,11731715625.0,-10.3333333,-53.2
766,Arabica,Africa,Tanzania,2014.0,12/15/15,Other,Green,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,10.0,0.12,0,0,1,4424040000.0,230418750.0,-6.5247123,35.7878438
767,Arabica,North America,Mexico,2013.0,07/15/15,Other,Green,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,10.0,10.0,10.0,0.12,0,0,0,23560560000.0,1227112500.0,19.4326296,-99.1331785
768,Arabica,North America,Mexico,2013.0,04/10/15,Other,,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,0.1,0,1,1,23560560000.0,1227112500.0,19.4326296,-99.1331785
